intphas_0338       1  0 47.10  64 50 59.7   J2000 !  123.93    2.00
intphas_0339       1  0 51.04  66 40 59.8   J2000 !  123.87    3.83
intphas_0340       1  0 56.82  61 10 59.5   J2000 !  124.08   -1.67
intphas_0341       1  1  2.23  60 37 59.5   J2000 !  124.11   -2.22
intphas_0342       1  1  9.21  61 43 59.6   J2000 !  124.08   -1.12
intphas_0343       1  1 16.38  65 56 59.8   J2000 !  123.94    3.10
intphas_0344       1  1 27.02  58 58 59.4   J2000 !  124.22   -3.86
intphas_0345       1  1 28.50  62 16 59.6   J2000 !  124.10   -0.57
intphas_0346       1  1 40.08  61 54 59.6   J2000 !  124.14   -0.93
intphas_0347       1  1 40.83  65 45 59.8   J2000 !  123.98    2.92
intphas_0348       1  1 49.79  62 49 59.6   J2000 !  124.12   -0.01
intphas_0349       1  2  5.57  66 29 59.8   J2000 !  124.00    3.65
intphas_0350       1  2 13.25  63 22 59.6   J2000 !  124.14    0.54
intphas_0351       1  2 41.79  63 55 59.7   J2000 !  124.17    1.09
intphas_0352       1  3  4.84  67  2 59.8   J2000 !  124.07    4.20
intphas_0353       1  3 12.86  64 28 59.7   J2000 !  124.20    1.64
intphas_0354       1  3 18.09  58  3 59.4   J2000 !  124.51   -4.77
intphas_0355       1  3 24.10  58 36 59.4   J2000 !  124.49   -4.22
intphas_0356       1  3 31.31  59  9 59.4   J2000 !  124.48   -3.67
intphas_0357       1  3 42.05  59 42 59.5   J2000 !  124.48   -3.12
intphas_0358       1  3 49.56  65  1 59.7   J2000 !  124.24    2.19
intphas_0359       1  3 51.92  60 15 59.5   J2000 !  124.47   -2.57
intphas_0360       1  4  5.65  60 48 59.5   J2000 !  124.48   -2.02
intphas_0361       1  4 21.04  61 21 59.5   J2000 !  124.48   -1.47
intphas_0362       1  4 29.22  65 34 59.8   J2000 !  124.28    2.75
intphas_0363       1  4 38.24  61 54 59.6   J2000 !  124.48   -0.92
intphas_0364       1  4 59.91  62 27 59.6   J2000 !  124.50   -0.36
intphas_0365       1  5 15.08  66  7 59.8   J2000 !  124.33    3.30
intphas_0366       1  5 23.66  63  0 59.6   J2000 !  124.51    0.19
intphas_0367       1  5 52.43  63 33 59.6   J2000 !  124.54    0.74
intphas_0368       1  6 10.75  66 40 59.8   J2000 !  124.39    3.85
intphas_0369       1  6 23.65  64  6 59.7   J2000 !  124.56    1.29
intphas_0370       1  6 26.44  58 14 59.4   J2000 !  124.91   -4.56
intphas_0371       1  6 34.25  58 47 59.4   J2000 !  124.90   -4.01
intphas_0372       1  6 45.56  59 20 59.4   J2000 !  124.89   -3.46
